"","GeneID","Chr","n.866","n.942","n.900","n.IXa","meanDiv","StDev"
"1890","CTYZ_00000755","Ctyz_7",1,NA,NA,NA,1,NA
"1891","CTYZ_00000756","Ctyz_7",2,4,2,1,2.25,1.26
"1892","CTYZ_00000758","Ctyz_7",2,1,NA,2,1.67,0.58
"1893","CTYZ_00000759","Ctyz_7",1,1,NA,1,1,0
"1894","CTYZ_00000762","Ctyz_7",1,NA,NA,NA,1,NA
"1895","CTYZ_00000767","Ctyz_7",2,1,NA,NA,1.5,0.71
"1896","CTYZ_00000768","Ctyz_7",1,1,NA,1,1,0
"1897","CTYZ_00000769","Ctyz_7",3,11,2,2,4.5,4.36
"1898","CTYZ_00000771","Ctyz_7",1,2,1,3,1.75,0.96
"1899","CTYZ_00000772","Ctyz_7",6,NA,NA,3,4.5,2.12
"1900","CTYZ_00000773","Ctyz_7",1,NA,NA,1,1,0
"1901","CTYZ_00000775","Ctyz_7",6,4,NA,2,4,2
"1902","CTYZ_00000777","Ctyz_7",3,4,1,2,2.5,1.29
"1903","CTYZ_00000778","Ctyz_7",1,1,NA,NA,1,0
"1904","CTYZ_00000779","Ctyz_7",1,1,NA,1,1,0
"1905","CTYZ_00000781","Ctyz_7",2,3,NA,1,2,1
"1906","CTYZ_00000783","Ctyz_7",1,2,1,NA,1.33,0.58
"1907","CTYZ_00000784","Ctyz_7",1,NA,NA,NA,1,NA
"1908","CTYZ_00000785","Ctyz_7",2,5,2,7,4,2.45
"1909","CTYZ_00000787","Ctyz_7",1,1,NA,1,1,0
"1910","CTYZ_00000788","Ctyz_7",3,5,4,1,3.25,1.71
"1911","CTYZ_00000789","Ctyz_7",2,1,NA,NA,1.5,0.71
"1912","CTYZ_00000790","Ctyz_7",3,2,NA,2,2.33,0.58
"1913","CTYZ_00000793","Ctyz_7",2,2,NA,2,2,0
"1914","CTYZ_00000795","Ctyz_7",2,2,1,2,1.75,0.5
"1915","CTYZ_00000798","Ctyz_7",1,NA,NA,NA,1,NA
"1916","CTYZ_00000799","Ctyz_7",5,1,1,1,2,2
"1917","CTYZ_00000804","Ctyz_7",2,NA,NA,1,1.5,0.71
"1918","CTYZ_00000807","Ctyz_7",3,7,4,6,5,1.83
"1919","CTYZ_00000808","Ctyz_7",2,2,NA,1,1.67,0.58
"1920","CTYZ_00000810","Ctyz_7",2,9,NA,3,4.67,3.79
"1921","CTYZ_00000811","Ctyz_7",1,NA,NA,1,1,0
"1922","CTYZ_00000812","Ctyz_7",2,2,NA,2,2,0
"1923","CTYZ_00000814","Ctyz_7",2,2,1,2,1.75,0.5
"1924","CTYZ_00000815","Ctyz_7",1,NA,NA,1,1,0
"1925","CTYZ_00000818","Ctyz_7",2,2,NA,1,1.67,0.58
"1926","CTYZ_00000820","Ctyz_7",1,2,2,2,1.75,0.5
"1927","CTYZ_00000823","Ctyz_7",4,4,2,5,3.75,1.26
"1928","CTYZ_00000824","Ctyz_7",3,NA,NA,NA,3,NA
"1929","CTYZ_00000830","Ctyz_7",1,NA,NA,NA,1,NA
"1930","CTYZ_00000835","Ctyz_7",4,4,3,5,4,0.82
"1931","CTYZ_00000838","Ctyz_7",1,1,1,1,1,0
"1932","CTYZ_00000840","Ctyz_7",1,1,1,1,1,0
"1933","CTYZ_00000842","Ctyz_7",1,NA,NA,1,1,0
"1934","CTYZ_00000844","Ctyz_7",2,1,1,NA,1.33,0.58
"1935","CTYZ_00000847","Ctyz_7",2,4,1,3,2.5,1.29
"1936","CTYZ_00000848","Ctyz_7",1,2,2,1,1.5,0.58
"1937","CTYZ_00000849","Ctyz_7",2,NA,1,NA,1.5,0.71
"1938","CTYZ_00000853","Ctyz_7",2,2,1,1,1.5,0.58
"1939","CTYZ_00000854","Ctyz_7",1,NA,NA,NA,1,NA
"1940","CTYZ_00000858","Ctyz_7",5,8,3,4,5,2.16
"1941","CTYZ_00000861","Ctyz_7",3,10,3,4,5,3.37
"1942","CTYZ_00000862","Ctyz_7",5,2,1,4,3,1.83
"1943","CTYZ_00000863","Ctyz_7",2,3,1,1,1.75,0.96
"1944","CTYZ_00000864","Ctyz_7",1,2,1,3,1.75,0.96
"1945","CTYZ_00000865","Ctyz_7",1,NA,NA,NA,1,NA
"1946","CTYZ_00000866","Ctyz_7",6,11,3,5,6.25,3.4
"1947","CTYZ_00000867","Ctyz_7",1,1,1,NA,1,0
"1948","CTYZ_00000872","Ctyz_7",1,1,1,NA,1,0
"1949","CTYZ_00000874","Ctyz_7",2,5,2,1,2.5,1.73
"1950","CTYZ_00000876","Ctyz_7",1,9,1,NA,3.67,4.62
"1951","CTYZ_00000877","Ctyz_7",1,NA,NA,1,1,0
"1952","CTYZ_00000879","Ctyz_7",4,3,1,2,2.5,1.29
"1953","CTYZ_00000880","Ctyz_7",2,8,2,1,3.25,3.2
"1954","CTYZ_00000881","Ctyz_7",6,7,2,4,4.75,2.22
"1955","CTYZ_00000886","Ctyz_7",1,2,1,2,1.5,0.58
"1956","CTYZ_00000887","Ctyz_7",2,3,NA,1,2,1
"1957","CTYZ_00000889","Ctyz_7",1,3,NA,1,1.67,1.15
"1958","CTYZ_00000891","Ctyz_7",3,5,NA,2,3.33,1.53
"1959","CTYZ_00000898","Ctyz_7",1,2,NA,1,1.33,0.58
"1960","CTYZ_00000902","Ctyz_7",1,NA,NA,2,1.5,0.71
"1961","CTYZ_00000907","Ctyz_7",2,2,NA,2,2,0
"1962","CTYZ_00000910","Ctyz_7",2,6,2,1,2.75,2.22
"1963","CTYZ_00000911","Ctyz_7",2,2,NA,1,1.67,0.58
"1964","CTYZ_00000912","Ctyz_7",2,NA,NA,1,1.5,0.71
"1965","CTYZ_00000914","Ctyz_7",1,1,NA,NA,1,0
"1966","CTYZ_00000916","Ctyz_7",2,NA,NA,1,1.5,0.71
"1967","CTYZ_00000917","Ctyz_7",2,1,NA,2,1.67,0.58
"1968","CTYZ_00000923","Ctyz_7",1,4,2,1,2,1.41
"1969","CTYZ_00000928","Ctyz_7",1,2,NA,1,1.33,0.58
"1970","CTYZ_00000929","Ctyz_7",4,3,2,2,2.75,0.96
"1971","CTYZ_00000931","Ctyz_7",1,5,3,1,2.5,1.91
"1972","CTYZ_00000940","Ctyz_7",1,NA,NA,NA,1,NA
"1973","CTYZ_00000941","Ctyz_7",2,2,1,1,1.5,0.58
"1974","CTYZ_00000943","Ctyz_7",1,3,1,1,1.5,1
"1975","CTYZ_00000946","Ctyz_7",1,NA,NA,NA,1,NA
"1976","CTYZ_00000947","Ctyz_7",1,1,1,1,1,0
"1977","CTYZ_00000949","Ctyz_7",2,3,1,2,2,0.82
"1978","CTYZ_00000950","Ctyz_7",1,3,1,1,1.5,1
"1979","CTYZ_00000951","Ctyz_7",4,6,2,4,4,1.63
"1980","CTYZ_00000952","Ctyz_7",2,1,NA,2,1.67,0.58
"1981","CTYZ_00000954","Ctyz_7",1,2,NA,1,1.33,0.58
"1982","CTYZ_00000955","Ctyz_7",1,NA,NA,1,1,0
"1983","CTYZ_00000957","Ctyz_7",3,1,1,NA,1.67,1.15
"1984","CTYZ_00000959","Ctyz_7",1,2,1,1,1.25,0.5
"1985","CTYZ_00000960","Ctyz_7",1,1,NA,1,1,0
"1986","CTYZ_00000961","Ctyz_7",3,3,3,2,2.75,0.5
"1987","CTYZ_00000963","Ctyz_7",5,1,NA,NA,3,2.83
"1988","CTYZ_00000964","Ctyz_7",1,2,3,1,1.75,0.96
"1989","CTYZ_00000965","Ctyz_7",2,2,1,NA,1.67,0.58
"1990","CTYZ_00000967","Ctyz_7",1,2,1,2,1.5,0.58
"1991","CTYZ_00000969","Ctyz_7",2,1,1,NA,1.33,0.58
"1992","CTYZ_00000972","Ctyz_7",1,2,NA,1,1.33,0.58
"1993","CTYZ_00000973","Ctyz_7",4,4,2,3,3.25,0.96
"1994","CTYZ_00000974","Ctyz_7",1,NA,NA,1,1,0
"1995","CTYZ_00000975","Ctyz_7",1,1,NA,1,1,0
"1996","CTYZ_00000979","Ctyz_7",5,5,1,5,4,2
"1997","CTYZ_00000981","Ctyz_7",1,NA,1,1,1,0
"1998","CTYZ_00000982","Ctyz_7",1,NA,NA,1,1,0
"1999","CTYZ_00000983","Ctyz_7",2,1,NA,2,1.67,0.58
"2000","CTYZ_00000985","Ctyz_7",3,6,5,5,4.75,1.26
"2001","CTYZ_00000986","Ctyz_7",4,2,1,2,2.25,1.26
"2002","CTYZ_00000987","Ctyz_7",21,13,5,21,15,7.66
"2003","CTYZ_00000988","Ctyz_7",4,2,3,4,3.25,0.96
"2004","CTYZ_00000989","Ctyz_7",55,68,21,68,53,22.2
"2005","CTYZ_00000990","Ctyz_7",23,25,7,27,20.5,9.15
"2006","CTYZ_00000991","Ctyz_7",47,53,16,54,42.5,17.94
"2007","CTYZ_00000992","Ctyz_7",15,17,8,17,14.25,4.27
"2008","CTYZ_00000993","Ctyz_7",64,57,9,58,47,25.52
"2009","CTYZ_00000994","Ctyz_7",9,9,2,9,7.25,3.5
"2010","CTYZ_00000995","Ctyz_7",85,131,32,96,86,41
"2011","CTYZ_00000996","Ctyz_7",20,22,9,19,17.5,5.8
"2012","CTYZ_00000997","Ctyz_7",30,32,13,33,27,9.42
"2013","CTYZ_00000998","Ctyz_7",38,50,8,49,36.25,19.6
"2014","CTYZ_00000999","Ctyz_7",25,24,17,26,23,4.08
"2015","CTYZ_00001000","Ctyz_7",17,19,9,19,16,4.76
"2016","CTYZ_00001001","Ctyz_7",65,70,6,71,53,31.44
"2017","CTYZ_00001002","Ctyz_7",12,14,2,12,10,5.42
"2018","CTYZ_00001003","Ctyz_7",34,42,20,37,33.25,9.43
"2019","CTYZ_00001004","Ctyz_7",22,23,5,23,18.25,8.85
"2020","CTYZ_00001005","Ctyz_7",35,36,9,36,29,13.34
"2021","CTYZ_00001006","Ctyz_7",20,38,5,37,25,15.68
"2022","CTYZ_00001007","Ctyz_7",3,3,1,3,2.5,1
"2023","CTYZ_00001008","Ctyz_7",12,12,3,12,9.75,4.5
"2024","CTYZ_00001009","Ctyz_7",1,1,1,1,1,0
"2025","CTYZ_00001011","Ctyz_7",1,14,4,1,5,6.16
"2026","CTYZ_00001012","Ctyz_7",9,18,8,16,12.75,4.99
"2027","CTYZ_00001014","Ctyz_7",2,14,3,3,5.5,5.69
"2028","CTYZ_00001017","Ctyz_7",1,20,10,1,8,9.06
"2029","CTYZ_00001018","Ctyz_7",3,9,3,8,5.75,3.2
"2030","CTYZ_00001020","Ctyz_7",4,10,3,2,4.75,3.59
"2031","CTYZ_00001022","Ctyz_7",1,NA,NA,NA,1,NA
"2032","CTYZ_00001024","Ctyz_7",1,1,NA,1,1,0
"2033","CTYZ_00001027","Ctyz_7",2,2,1,3,2,0.82
"2034","CTYZ_00001034","Ctyz_7",1,2,NA,1,1.33,0.58
"2035","CTYZ_00001035","Ctyz_7",2,2,1,1,1.5,0.58
"2036","CTYZ_00001036","Ctyz_7",1,2,NA,3,2,1
"2037","CTYZ_00001039","Ctyz_7",1,1,1,4,1.75,1.5
"2038","CTYZ_00001040","Ctyz_7",1,NA,NA,NA,1,NA
"2039","CTYZ_00001041","Ctyz_7",6,7,5,7,6.25,0.96
"2040","CTYZ_00001042","Ctyz_7",5,4,NA,4,4.33,0.58
"2041","CTYZ_00001043","Ctyz_7",1,NA,NA,1,1,0
"2042","CTYZ_00001045","Ctyz_7",4,8,6,5,5.75,1.71
"2043","CTYZ_00001046","Ctyz_7",3,NA,NA,1,2,1.41
"2044","CTYZ_00001047","Ctyz_7",4,7,1,5,4.25,2.5
"2045","CTYZ_00001048","Ctyz_7",16,6,3,1,6.5,6.66
"2046","CTYZ_00001049","Ctyz_7",10,22,7,13,13,6.48
"2047","CTYZ_00001050","Ctyz_7",1,2,NA,1,1.33,0.58
"2048","CTYZ_00001052","Ctyz_7",9,NA,NA,NA,9,NA
"2049","CTYZ_00001054","Ctyz_7",1,1,NA,1,1,0
"2050","CTYZ_00001057","Ctyz_7",5,1,NA,4,3.33,2.08
"2051","CTYZ_00001058","Ctyz_7",2,1,NA,1,1.33,0.58
"2052","CTYZ_00001060","Ctyz_7",1,NA,NA,1,1,0
"2053","CTYZ_00001061","Ctyz_7",2,1,NA,2,1.67,0.58
"2054","CTYZ_00001064","Ctyz_7",41,13,1,47,25.5,22.05
"2055","CTYZ_00001065","Ctyz_7",26,70,14,15,31.25,26.4
"2056","CTYZ_00001066","Ctyz_7",5,10,4,8,6.75,2.75
"2057","CTYZ_00001067","Ctyz_7",4,7,2,5,4.5,2.08
"2058","CTYZ_00001068","Ctyz_7",3,6,2,2,3.25,1.89
"2059","CTYZ_00001071","Ctyz_7",6,8,5,6,6.25,1.26
"2060","CTYZ_00001072","Ctyz_7",1,NA,NA,NA,1,NA
"2061","CTYZ_00001074","Ctyz_7",1,1,1,1,1,0
"2062","CTYZ_00001075","Ctyz_7",1,2,1,1,1.25,0.5
"2063","CTYZ_00001076","Ctyz_7",1,1,NA,NA,1,0
"2064","CTYZ_00001079","Ctyz_7",6,1,1,1,2.25,2.5
"2065","CTYZ_00001081","Ctyz_7",3,2,NA,4,3,1
"2066","CTYZ_00001084","Ctyz_7",3,4,NA,4,3.67,0.58
"2067","CTYZ_00001085","Ctyz_7",3,3,1,3,2.5,1
"2068","CTYZ_00001090","Ctyz_7",1,NA,NA,NA,1,NA
"2069","CTYZ_00001091","Ctyz_7",2,1,NA,1,1.33,0.58
"2070","CTYZ_00001092","Ctyz_7",1,NA,NA,NA,1,NA
"2071","CTYZ_00001093","Ctyz_7",2,2,1,1,1.5,0.58
"2072","CTYZ_00001096","Ctyz_7",7,6,3,1,4.25,2.75
"2073","CTYZ_00001097","Ctyz_7",2,2,2,4,2.5,1
"2074","CTYZ_00001098","Ctyz_7",1,1,NA,NA,1,0
"2075","CTYZ_00001099","Ctyz_7",3,2,1,4,2.5,1.29
"2076","CTYZ_00001101","Ctyz_7",5,2,NA,4,3.67,1.53
"2077","CTYZ_00001102","Ctyz_7",3,NA,NA,NA,3,NA
"2078","CTYZ_00001103","Ctyz_7",2,NA,1,2,1.67,0.58
"2079","CTYZ_00001104","Ctyz_7",3,4,1,1,2.25,1.5
"2080","CTYZ_00001105","Ctyz_7",3,1,NA,1,1.67,1.15
"2081","CTYZ_00001107","Ctyz_7",1,1,2,2,1.5,0.58
"2082","CTYZ_00001108","Ctyz_7",3,3,1,6,3.25,2.06
"2083","CTYZ_00001109","Ctyz_7",1,3,1,2,1.75,0.96
"2084","CTYZ_00001110","Ctyz_7",2,1,NA,1,1.33,0.58
"2085","CTYZ_00001115","Ctyz_7",3,2,NA,2,2.33,0.58
"2086","CTYZ_00001116","Ctyz_7",1,1,1,1,1,0
"2087","CTYZ_00001119","Ctyz_7",8,12,5,8,8.25,2.87
"2088","CTYZ_00001120","Ctyz_7",33,45,17,27,30.5,11.7
"2089","CTYZ_00001121","Ctyz_7",1,3,1,3,2,1.15
"2090","CTYZ_00001122","Ctyz_7",1,2,NA,6,3,2.65
"2091","CTYZ_00001123","Ctyz_7",2,2,2,1,1.75,0.5
"2092","CTYZ_00001124","Ctyz_7",9,1,NA,1,3.67,4.62
"2093","CTYZ_00001125","Ctyz_7",2,2,2,2,2,0
"2094","CTYZ_00001127","Ctyz_7",1,1,NA,4,2,1.73
"2095","CTYZ_00001130","Ctyz_7",2,2,NA,2,2,0
"2096","CTYZ_00001131","Ctyz_7",1,1,NA,NA,1,0
"2097","CTYZ_00001132","Ctyz_7",1,1,1,1,1,0
"2098","CTYZ_00001133","Ctyz_7",3,3,1,4,2.75,1.26
"2099","CTYZ_00001135","Ctyz_7",2,4,4,5,3.75,1.26
"2100","CTYZ_00001137","Ctyz_7",4,4,1,4,3.25,1.5
"2101","CTYZ_00001141","Ctyz_7",1,NA,NA,NA,1,NA
"2102","CTYZ_00001142","Ctyz_7",2,NA,NA,2,2,0
"2103","CTYZ_00001144","Ctyz_7",2,1,1,2,1.5,0.58
"2104","CTYZ_00001146","Ctyz_7",1,1,2,1,1.25,0.5
"2105","CTYZ_00001147","Ctyz_7",1,1,1,1,1,0
"2106","CTYZ_00001148","Ctyz_7",1,1,NA,1,1,0
"2107","CTYZ_00001149","Ctyz_7",1,1,NA,3,1.67,1.15
"2108","CTYZ_00001153","Ctyz_7",1,3,NA,2,2,1
"2109","CTYZ_00001155","Ctyz_7",2,2,NA,3,2.33,0.58
"2110","CTYZ_00001156","Ctyz_7",1,2,NA,2,1.67,0.58
"2111","CTYZ_00001159","Ctyz_7",2,3,1,NA,2,1
"2112","CTYZ_00001163","Ctyz_7",1,2,NA,1,1.33,0.58
"2113","CTYZ_00001164","Ctyz_7",2,3,NA,2,2.33,0.58
"2114","CTYZ_00001165","Ctyz_7",1,2,1,2,1.5,0.58
"2115","CTYZ_00001166","Ctyz_7",2,2,NA,2,2,0
"2116","CTYZ_00001167","Ctyz_7",3,6,NA,3,4,1.73
"2117","CTYZ_00001168","Ctyz_7",2,1,1,1,1.25,0.5
"2118","CTYZ_00001169","Ctyz_7",4,4,2,4,3.5,1
"2119","CTYZ_00001171","Ctyz_7",7,4,1,4,4,2.45
"2120","CTYZ_00001172","Ctyz_7",3,1,NA,NA,2,1.41
"2121","CTYZ_00001173","Ctyz_7",1,7,2,2,3,2.71
"2122","CTYZ_00001174","Ctyz_7",1,3,4,1,2.25,1.5
"2123","CTYZ_00001176","Ctyz_7",3,11,NA,1,5,5.29
"2124","CTYZ_00000001","Ctyz_8",4,4,1,4,3.25,1.5
"2125","CTYZ_00000002","Ctyz_8",15,21,9,18,15.75,5.12
"2126","CTYZ_00000004","Ctyz_8",11,10,NA,10,10.33,0.58
"2127","CTYZ_00000005","Ctyz_8",15,49,8,18,22.5,18.16
"2128","CTYZ_00000006","Ctyz_8",10,15,8,4,9.25,4.57
"2129","CTYZ_00000007","Ctyz_8",5,9,8,11,8.25,2.5
"2130","CTYZ_00000009","Ctyz_8",2,2,3,2,2.25,0.5
"2131","CTYZ_00000011","Ctyz_8",3,NA,1,1,1.67,1.15
"2132","CTYZ_00000013","Ctyz_8",2,5,3,4,3.5,1.29
"2133","CTYZ_00000015","Ctyz_8",5,5,3,7,5,1.63
"2134","CTYZ_00000017","Ctyz_8",1,5,NA,3,3,2
"2135","CTYZ_00000019","Ctyz_8",6,5,2,4,4.25,1.71
"2136","CTYZ_00000020","Ctyz_8",2,2,NA,3,2.33,0.58
"2137","CTYZ_00000021","Ctyz_8",2,4,3,2,2.75,0.96
"2138","CTYZ_00000022","Ctyz_8",2,3,4,2,2.75,0.96
"2139","CTYZ_00000024","Ctyz_8",4,1,1,1,1.75,1.5
"2140","CTYZ_00000027","Ctyz_8",1,2,1,NA,1.33,0.58
"2141","CTYZ_00000028","Ctyz_8",2,5,2,5,3.5,1.73
"2142","CTYZ_00000029","Ctyz_8",1,1,1,1,1,0
"2143","CTYZ_00000030","Ctyz_8",2,1,NA,1,1.33,0.58
"2144","CTYZ_00000031","Ctyz_8",1,NA,NA,NA,1,NA
"2145","CTYZ_00000038","Ctyz_8",3,2,1,2,2,0.82
"2146","CTYZ_00000039","Ctyz_8",2,4,1,4,2.75,1.5
"2147","CTYZ_00000040","Ctyz_8",1,1,NA,1,1,0
"2148","CTYZ_00000041","Ctyz_8",2,6,2,2,3,2
"2149","CTYZ_00000042","Ctyz_8",3,4,1,3,2.75,1.26
"2150","CTYZ_00000044","Ctyz_8",1,NA,NA,NA,1,NA
"2151","CTYZ_00000046","Ctyz_8",5,5,1,5,4,2
"2152","CTYZ_00000047","Ctyz_8",2,NA,NA,NA,2,NA
"2153","CTYZ_00000049","Ctyz_8",3,1,1,NA,1.67,1.15
"2154","CTYZ_00000050","Ctyz_8",1,2,NA,NA,1.5,0.71
"2155","CTYZ_00000051","Ctyz_8",3,2,NA,1,2,1
"2156","CTYZ_00000052","Ctyz_8",2,3,NA,2,2.33,0.58
"2157","CTYZ_00000053","Ctyz_8",5,3,NA,3,3.67,1.15
"2158","CTYZ_00000056","Ctyz_8",3,4,1,4,3,1.41
"2159","CTYZ_00000057","Ctyz_8",7,14,5,26,13,9.49
"2160","CTYZ_00000058","Ctyz_8",1,1,NA,1,1,0
"2161","CTYZ_00000060","Ctyz_8",1,2,2,4,2.25,1.26
"2162","CTYZ_00000061","Ctyz_8",13,19,4,17,13.25,6.65
"2163","CTYZ_00000063","Ctyz_8",2,4,2,3,2.75,0.96
"2164","CTYZ_00000064","Ctyz_8",1,NA,NA,NA,1,NA
"2165","CTYZ_00000065","Ctyz_8",2,2,NA,3,2.33,0.58
"2166","CTYZ_00000066","Ctyz_8",1,2,1,25,7.25,11.84
"2167","CTYZ_00000067","Ctyz_8",2,2,1,2,1.75,0.5
"2168","CTYZ_00000069","Ctyz_8",2,5,2,3,3,1.41
"2169","CTYZ_00000070","Ctyz_8",46,6,2,22,19,19.97
"2170","CTYZ_00000071","Ctyz_8",3,10,2,9,6,4.08
"2171","CTYZ_00000072","Ctyz_8",3,6,1,15,6.25,6.18
"2172","CTYZ_00000073","Ctyz_8",1,16,1,28,11.5,13.08
"2173","CTYZ_00000074","Ctyz_8",13,15,NA,14,14,1
"2174","CTYZ_00000075","Ctyz_8",1,NA,1,1,1,0
"2175","CTYZ_00000076","Ctyz_8",6,6,2,10,6,3.27
"2176","CTYZ_00000077","Ctyz_8",13,5,NA,NA,9,5.66
"2177","CTYZ_00000078","Ctyz_8",4,9,1,8,5.5,3.7
"2178","CTYZ_00000079","Ctyz_8",14,27,8,16,16.25,7.93
"2179","CTYZ_00000083","Ctyz_8",2,4,NA,3,3,1
"2180","CTYZ_00000085","Ctyz_8",1,3,1,1,1.5,1
"2181","CTYZ_00000086","Ctyz_8",2,3,2,2,2.25,0.5
"2182","CTYZ_00000088","Ctyz_8",2,2,1,1,1.5,0.58
"2183","CTYZ_00000089","Ctyz_8",1,2,1,5,2.25,1.89
"2184","CTYZ_00000090","Ctyz_8",6,8,1,9,6,3.56
"2185","CTYZ_00000093","Ctyz_8",1,NA,2,NA,1.5,0.71
"2186","CTYZ_00000095","Ctyz_8",4,4,3,2,3.25,0.96
"2187","CTYZ_00000096","Ctyz_8",3,NA,NA,3,3,0
"2188","CTYZ_00000098","Ctyz_8",2,1,2,1,1.5,0.58
"2189","CTYZ_00000099","Ctyz_8",2,2,2,1,1.75,0.5
"2190","CTYZ_00000100","Ctyz_8",2,4,NA,3,3,1
"2191","CTYZ_00000101","Ctyz_8",1,2,NA,NA,1.5,0.71
"2192","CTYZ_00000102","Ctyz_8",1,1,1,1,1,0
"2193","CTYZ_00000104","Ctyz_8",1,1,NA,1,1,0
"2194","CTYZ_00000105","Ctyz_8",3,1,NA,3,2.33,1.15
"2195","CTYZ_00000106","Ctyz_8",6,14,5,3,7,4.83
"2196","CTYZ_00000107","Ctyz_8",2,2,1,2,1.75,0.5
"2197","CTYZ_00000108","Ctyz_8",4,3,1,3,2.75,1.26
"2198","CTYZ_00000109","Ctyz_8",2,1,NA,1,1.33,0.58
"2199","CTYZ_00000110","Ctyz_8",3,3,1,NA,2.33,1.15
"2200","CTYZ_00000112","Ctyz_8",2,3,3,2,2.5,0.58
"2201","CTYZ_00000114","Ctyz_8",6,1,1,NA,2.67,2.89
"2202","CTYZ_00000115","Ctyz_8",1,2,2,NA,1.67,0.58
"2203","CTYZ_00000117","Ctyz_8",2,2,NA,NA,2,0
"2204","CTYZ_00000119","Ctyz_8",4,3,3,1,2.75,1.26
"2205","CTYZ_00000120","Ctyz_8",1,NA,NA,NA,1,NA
"2206","CTYZ_00000121","Ctyz_8",3,NA,NA,2,2.5,0.71
"2207","CTYZ_00000122","Ctyz_8",5,4,1,5,3.75,1.89
"2208","CTYZ_00000123","Ctyz_8",2,2,1,2,1.75,0.5
"2209","CTYZ_00000124","Ctyz_8",2,NA,NA,NA,2,NA
"2210","CTYZ_00000125","Ctyz_8",1,18,2,12,8.25,8.18
"2211","CTYZ_00000126","Ctyz_8",3,3,NA,3,3,0
"2212","CTYZ_00000127","Ctyz_8",1,3,NA,3,2.33,1.15
"2213","CTYZ_00000128","Ctyz_8",1,1,NA,1,1,0
"2214","CTYZ_00000129","Ctyz_8",2,6,1,7,4,2.94
"2215","CTYZ_00000130","Ctyz_8",1,2,2,1,1.5,0.58
"2216","CTYZ_00000131","Ctyz_8",1,NA,1,NA,1,0
"2217","CTYZ_00000132","Ctyz_8",2,2,3,3,2.5,0.58
"2218","CTYZ_00000133","Ctyz_8",8,10,6,22,11.5,7.19
"2219","CTYZ_00000134","Ctyz_8",10,6,1,5,5.5,3.7
"2220","CTYZ_00000136","Ctyz_8",5,6,2,5,4.5,1.73
"2221","CTYZ_00000139","Ctyz_8",2,1,2,4,2.25,1.26
"2222","CTYZ_00000140","Ctyz_8",1,2,NA,1,1.33,0.58
"2223","CTYZ_00000141","Ctyz_8",2,7,2,2,3.25,2.5
"2224","CTYZ_00000142","Ctyz_8",9,6,6,7,7,1.41
"2225","CTYZ_00000143","Ctyz_8",3,2,1,8,3.5,3.11
"2226","CTYZ_00000144","Ctyz_8",19,39,16,42,29,13.39
"2227","CTYZ_00000145","Ctyz_8",1,1,NA,1,1,0
"2228","CTYZ_00000147","Ctyz_8",5,2,NA,3,3.33,1.53
"2229","CTYZ_00000148","Ctyz_8",3,5,2,5,3.75,1.5
"2230","CTYZ_00000149","Ctyz_8",2,4,1,2,2.25,1.26
"2231","CTYZ_00000151","Ctyz_8",4,2,2,2,2.5,1
"2232","CTYZ_00000152","Ctyz_8",1,4,1,NA,2,1.73
"2233","CTYZ_00000153","Ctyz_8",1,2,1,1,1.25,0.5
"2234","CTYZ_00000154","Ctyz_8",1,1,NA,1,1,0
"2235","CTYZ_00000155","Ctyz_8",1,6,2,NA,3,2.65
"2236","CTYZ_00000157","Ctyz_8",2,1,NA,1,1.33,0.58
"2237","CTYZ_00000160","Ctyz_8",7,NA,NA,1,4,4.24
"2238","CTYZ_00000162","Ctyz_8",6,5,3,5,4.75,1.26
"2239","CTYZ_00000163","Ctyz_8",4,3,1,7,3.75,2.5
"2240","CTYZ_00000164","Ctyz_8",4,6,5,1,4,2.16
"2241","CTYZ_00000165","Ctyz_8",1,1,1,NA,1,0
"2242","CTYZ_00000166","Ctyz_8",5,2,1,4,3,1.83
"2243","CTYZ_00000168","Ctyz_8",1,3,NA,6,3.33,2.52
"2244","CTYZ_00000170","Ctyz_8",2,3,1,6,3,2.16
"2245","CTYZ_00000171","Ctyz_8",3,1,1,2,1.75,0.96
"2246","CTYZ_00000174","Ctyz_8",8,7,NA,9,8,1
"2247","CTYZ_00000179","Ctyz_8",1,3,1,NA,1.67,1.15
"2248","CTYZ_00000182","Ctyz_8",1,1,NA,NA,1,0
"2249","CTYZ_00000183","Ctyz_8",1,NA,NA,2,1.5,0.71
"2250","CTYZ_00000184","Ctyz_8",1,NA,NA,NA,1,NA
"2251","CTYZ_00000185","Ctyz_8",2,4,1,1,2,1.41
"2252","CTYZ_00000186","Ctyz_8",1,4,4,1,2.5,1.73
"2253","CTYZ_00000187","Ctyz_8",3,2,2,5,3,1.41
"2254","CTYZ_00000188","Ctyz_8",4,3,1,5,3.25,1.71
"2255","CTYZ_00000189","Ctyz_8",3,4,1,4,3,1.41
"2256","CTYZ_00000190","Ctyz_8",1,NA,NA,1,1,0
"2257","CTYZ_00000191","Ctyz_8",40,6,70,7,30.75,30.57
"2258","CTYZ_00000193","Ctyz_8",1,1,NA,1,1,0
"2259","CTYZ_00000194","Ctyz_8",1,1,1,33,9,16
"2260","CTYZ_00000195","Ctyz_8",1,3,2,NA,2,1
"2261","CTYZ_00000197","Ctyz_8",8,1,1,NA,3.33,4.04
"2262","CTYZ_00000198","Ctyz_8",2,3,1,2,2,0.82
"2263","CTYZ_00000199","Ctyz_8",1,1,NA,1,1,0
