"","GeneID","Chr","FeatureType","Product","meanDiversity","StDev","ChangesSum.866","ChangesSum.942","ChangesSum.900","ChangesSum.IXa","SNPs.866","SNPs.942","SNPs.900","SNPs.IXa","AmSNPs.866","AmSNPs.942","AmSNPs.900","AmSNPs.IXa","INS.866","INS.942","INS.900","INS.IXa","DEL.866","DEL.942","DEL.900","DEL.IXa"
"610","CTYZ_00000726","Ctyz_7","CDS","Serine/Threonine[space]protein[space]kinase",6,2.71,7,7,2,8,6,4,2,7,NA,NA,NA,NA,1,2,NA,NA,NA,1,NA,1
"611","CTYZ_00000727","Ctyz_7","CDS","Uncharacterized[space]protein",9.5,9.11,4,23,7,4,3,23,7,4,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"612","CTYZ_00000728","Ctyz_7","CDS","Uncharacterized[space]protein",1.67,1.15,1,1,NA,3,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"613","CTYZ_00000729","Ctyz_7","CDS","Sec14d/CRAL-TRIO[space]domain-containing[space]protein",4,2,5,5,1,5,5,5,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"614","CTYZ_00000730","Ctyz_7","CDS",NA,1.67,0.58,NA,2,1,2,NA,1,1,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"615","CTYZ_00000732","Ctyz_7","CDS","SbmA/BacA-like[space]protein",1.25,0.5,2,1,1,1,1,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"616","CTYZ_00000733","Ctyz_7","CDS","Signal[space]peptide[space]containing[space]protein",5.25,5.85,14,3,2,2,7,3,2,2,NA,NA,NA,NA,2,NA,NA,NA,5,NA,NA,NA
"617","CTYZ_00000734","Ctyz_7","CDS","AAA[space]domain[space]containing[space]protein",2.25,0.5,3,2,2,2,3,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"618","CTYZ_00000735","Ctyz_7","CDS",NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"619","CTYZ_00000736","Ctyz_7","CDS","Alkaline[space]phosphatase[space]D-like[space]protein",2,0.82,1,2,2,3,1,2,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
"620","CTYZ_00000737","Ctyz_7","CDS","TPR[space]repeat[space]containing[space]protein",2.67,1.53,1,4,3,NA,1,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
"621","CTYZ_00000738","Ctyz_7","CDS","Uncharacterized[space]protein",1.33,0.58,1,2,1,NA,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"622","CTYZ_00000740","Ctyz_7","CDS",NA,1,0,NA,1,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"623","CTYZ_00000742","Ctyz_7","CDS","Tryptophanyl-tRNA[space]synthetase",1,0,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"624","CTYZ_00000743","Ctyz_7","CDS","Histidine[space]phosphatase[space]superfamily[space]clade-2",4.25,1.26,4,6,4,3,3,6,4,3,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"625","CTYZ_00000744","Ctyz_7","CDS","Uncharacterized[space]protein",3.5,1.29,5,4,2,3,1,4,2,1,NA,NA,NA,NA,3,NA,NA,NA,1,NA,NA,2
"626","CTYZ_00000745","Ctyz_7","CDS",NA,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"627","CTYZ_00000746","Ctyz_7","CDS",NA,1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"628","CTYZ_00000747","Ctyz_7","CDS","Aspartate--tRNA[space]ligase",1.67,0.58,2,2,NA,1,2,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"629","CTYZ_00000748","Ctyz_7","CDS","Uncharacterized[space]protein",1.33,0.58,1,2,NA,1,1,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"630","CTYZ_00000750","Ctyz_7","CDS","Uncharacterized[space]protein",2.33,1.15,3,1,NA,3,3,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"631","CTYZ_00000751","Ctyz_7","CDS","Uncharacterized[space]protein",1,0,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1
"632","CTYZ_00000752","Ctyz_7","CDS",NA,1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"633","CTYZ_00000753","Ctyz_7","CDS","Uncharacterized[space]protein",3.75,1.26,4,4,2,5,4,4,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"634","CTYZ_00000754","Ctyz_7","CDS","Uracil-DNA[space]glycosylase-like",1.25,0.5,2,1,1,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"635","CTYZ_00000755","Ctyz_7","CDS","Ribosomal[space]protein[space]L10",1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"636","CTYZ_00000756","Ctyz_7","CDS","Nucleoporin[space]interacting[space]component[space]Nup93/Nic96",2.25,1.26,2,4,2,1,2,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"637","CTYZ_00000757","Ctyz_7","CDS",NA,1,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"638","CTYZ_00000758","Ctyz_7","CDS","SAM-dependent[space]methyltransferase[space]RsmB/NOP2-type",1.67,0.58,2,1,NA,2,2,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"639","CTYZ_00000759","Ctyz_7","CDS","GTPase[space]domain-containing[space]signal[space]recognition[space]particle[space]SRP54[space]subunit",1,0,1,1,NA,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"640","CTYZ_00000760","Ctyz_7","CDS",NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"641","CTYZ_00000761","Ctyz_7","CDS",NA,1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"642","CTYZ_00000762","Ctyz_7","CDS","Uncharacterized[space]protein",1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"643","CTYZ_00000763","Ctyz_7","CDS",NA,1.5,0.71,NA,2,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"644","CTYZ_00000764","Ctyz_7","CDS",NA,1,0,NA,1,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"645","CTYZ_00000766","Ctyz_7","CDS",NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"646","CTYZ_00000767","Ctyz_7","CDS","Prefoldin[space]subunit",1.5,0.71,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA
"647","CTYZ_00000768","Ctyz_7","CDS","Histone[space]H2B",1,0,1,1,NA,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"648","CTYZ_00000769","Ctyz_7","CDS","Threonyl-tRNA[space]synthetase",4.5,4.36,3,11,2,2,2,5,2,2,NA,NA,NA,NA,1,4,NA,NA,NA,2,NA,NA
"649","CTYZ_00000770","Ctyz_7","CDS",NA,1,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"650","CTYZ_00000771","Ctyz_7","CDS","Endonuclease[space]III/HhH-GPD[space]domain[space]containing[space]protein",1.75,0.96,1,2,1,3,1,2,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"651","CTYZ_00000772","Ctyz_7","CDS","uncharacterized[space]protein",4.5,2.12,6,NA,NA,3,4,NA,NA,3,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
"652","CTYZ_00000773","Ctyz_7","CDS","Ing1[space]like[space]PHD[space]finger[space]protein",1,0,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"653","CTYZ_00000774","Ctyz_7","CDS",NA,1,0,NA,1,1,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"654","CTYZ_00000775","Ctyz_7","CDS","Haloacid[space]dehalogenase-like[space]hydrolase/Phospholipid-transporting[space]ATPase",4,2,6,4,NA,2,4,4,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
"655","CTYZ_00000777","Ctyz_7","CDS","Exportin-1/Importin-beta-like[space]protein",2.5,1.29,3,4,1,2,3,3,1,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"656","CTYZ_00000778","Ctyz_7","CDS","ARID/BRIGHT[space]DNA[space]binding[space]domain-containing[space]protein",1,0,1,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"657","CTYZ_00000779","Ctyz_7","CDS","Uncharacterized[space]protein",1,0,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1
"658","CTYZ_00000780","Ctyz_7","CDS",NA,1.33,0.58,NA,1,1,2,NA,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"659","CTYZ_00000781","Ctyz_7","CDS","Chitobiosyldiphosphodolichol[space]beta-mannosyltransferase[space]ALG1-like",2,1,2,3,NA,1,2,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"660","CTYZ_00000783","Ctyz_7","CDS","UTP--glucose-1-phosphate[space]uridylyltransferase",1.33,0.58,1,2,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA
"661","CTYZ_00000784","Ctyz_7","CDS","Serine/threonine-protein[space]kinase",1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"662","CTYZ_00000785","Ctyz_7","CDS","Structural[space]maintenance[space]of[space]chromosomes[space]protein",4,2.45,2,5,2,7,2,5,2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"663","CTYZ_00000787","Ctyz_7","CDS","Zinc-binding[space]ribosomal[space]protein[space]L44",1,0,1,1,NA,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"664","CTYZ_00000788","Ctyz_7","CDS","KH1[space]domain[space]containing[space]protein",3.25,1.71,3,5,4,1,3,5,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"665","CTYZ_00000789","Ctyz_7","CDS","Mitochondrial[space]NADH[space]dehydrogenase",1.5,0.71,2,1,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"666","CTYZ_00000790","Ctyz_7","CDS","Coatomer[space]gamma[space]subunit/[space]adaptor[space]appendage/Ig-like[space]subdomain[space]containng[space]protein",2.33,0.58,3,2,NA,2,3,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"667","CTYZ_00000792","Ctyz_7","CDS",NA,1.67,0.58,NA,2,2,1,NA,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"668","CTYZ_00000793","Ctyz_7","CDS","Uncharacterized[space]Protein",2,0,2,2,NA,2,2,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"669","CTYZ_00000795","Ctyz_7","CDS","WD40/YVTN[space]repeat-like+signal[space]peptide-containing[space]protein",1.75,0.5,2,2,1,2,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"670","CTYZ_00000796","Ctyz_7","CDS",NA,1,0,NA,1,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"671","CTYZ_00000797","Ctyz_7","CDS",NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"672","CTYZ_00000798","Ctyz_7","CDS","Uncharacterized[space]protein",1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"673","CTYZ_00000799","Ctyz_7","CDS","Bub1p[space]related[space]protein[space]kinase",2,2,5,1,1,1,2,1,1,1,NA,NA,NA,NA,2,NA,NA,NA,1,NA,NA,NA
"674","CTYZ_00000802","Ctyz_7","CDS",NA,3,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
"675","CTYZ_00000803","Ctyz_7","tRNA",NA,3,NA,NA,NA,3,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"676","CTYZ_00000804","Ctyz_7","CDS","Sm-like[space]protein[space]Lsm6/SmF",1.5,0.71,2,NA,NA,1,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"677","CTYZ_00000805","Ctyz_7","CDS",NA,1,0,NA,NA,1,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"678","CTYZ_00000807","Ctyz_7","CDS","Uncharacterized[space]Protein",5,1.83,3,7,4,6,2,7,4,6,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"679","CTYZ_00000808","Ctyz_7","CDS","Mitochondrial[space]processing[space]peptidase[comma][space]insulinase[space]like[space]metalloprotease",1.67,0.58,2,2,NA,1,2,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"680","CTYZ_00000809","Ctyz_7","CDS",NA,1,0,NA,1,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"681","CTYZ_00000810","Ctyz_7","CDS","WD40-repeat-containing[space]protein",4.67,3.79,2,9,NA,3,2,7,NA,3,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
"682","CTYZ_00000811","Ctyz_7","CDS","60S[space]ribosomal[space]proteins[space]L8/L2",1,0,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"683","CTYZ_00000812","Ctyz_7","CDS","Uncharacterized[space]protein",2,0,2,2,NA,2,2,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"684","CTYZ_00000813","Ctyz_7","CDS",NA,1,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"685","CTYZ_00000814","Ctyz_7","CDS","Flap[space]endonuclease[space]1",1.75,0.5,2,2,1,2,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"686","CTYZ_00000815","Ctyz_7","CDS","emp24/gp25L/p24[space]family/GOLD[space]dimain",1,0,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"687","CTYZ_00000817","Ctyz_7","CDS",NA,1.5,0.71,NA,2,1,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"688","CTYZ_00000818","Ctyz_7","CDS","Voltage-dependent[space]calcium[space]channel[space]alpha-1[space]subunit",1.67,0.58,2,2,NA,1,1,2,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"689","CTYZ_00000819","Ctyz_7","CDS",NA,1,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"690","CTYZ_00000820","Ctyz_7","CDS","Uncharacterized[space]protein",1.75,0.5,1,2,2,2,1,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"691","CTYZ_00000821","Ctyz_7","CDS",NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"692","CTYZ_00000822","Ctyz_7","CDS",NA,2,1.41,NA,1,3,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"693","CTYZ_00000823","Ctyz_7","CDS","Kinesin-like[space]protein",3.75,1.26,4,4,2,5,4,4,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"694","CTYZ_00000824","Ctyz_7","CDS","Uncharacterized[space]protein",3,NA,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"695","CTYZ_00000825","Ctyz_7","CDS",NA,3,NA,NA,3,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"696","CTYZ_00000826","Ctyz_7","CDS",NA,2,0,NA,2,2,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"697","CTYZ_00000828","Ctyz_7","CDS",NA,1.5,0.71,NA,2,1,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"698","CTYZ_00000829","Ctyz_7","CDS",NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"699","CTYZ_00000830","Ctyz_7","CDS","rRNA-processing[space]protein[space]Fcf1/Utp23",1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"700","CTYZ_00000831","Ctyz_7","CDS",NA,1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"701","CTYZ_00000832","Ctyz_7","CDS",NA,1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"702","CTYZ_00000833","Ctyz_7","CDS",NA,1,0,NA,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"703","CTYZ_00000835","Ctyz_7","CDS","Uncharacterized[space]Protein",4,0.82,4,4,3,5,4,4,2,5,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"704","CTYZ_00000838","Ctyz_7","CDS","CDC50/LEM3[space]family",1,0,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"705","CTYZ_00000840","Ctyz_7","CDS","EB1[space]like[space]microtubule[space]binding[space]protein",1,0,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"706","CTYZ_00000841","Ctyz_7","CDS",NA,1,0,NA,1,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"707","CTYZ_00000842","Ctyz_7","CDS","Uncharacterized[space]protein",1,0,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"708","CTYZ_00000844","Ctyz_7","CDS","Uncharacterized[space]Protein",1.33,0.58,2,1,1,NA,NA,1,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
"709","CTYZ_00000845","Ctyz_7","CDS",NA,3,NA,NA,NA,3,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"710","CTYZ_00000846","Ctyz_7","CDS",NA,1.33,0.58,NA,2,1,1,NA,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"711","CTYZ_00000847","Ctyz_7","CDS","Transcription[space]factor/nuclear[space]export[space]subunit[space]protein[space]2",2.5,1.29,2,4,1,3,1,4,1,3,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"712","CTYZ_00000848","Ctyz_7","CDS","Uncharacterized[space]Protein",1.5,0.58,1,2,2,1,1,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"713","CTYZ_00000849","Ctyz_7","CDS","TBC/rab[space]GAP[space]domain[space]containing[space]protein",1.5,0.71,2,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"714","CTYZ_00000851","Ctyz_7","CDS",NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"715","CTYZ_00000852","Ctyz_7","CDS",NA,1.5,0.71,NA,2,1,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"716","CTYZ_00000853","Ctyz_7","CDS","Cyclin",1.5,0.58,2,2,1,1,1,2,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"717","CTYZ_00000854","Ctyz_7","CDS","Skp1[space]family[space]protein",1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"718","CTYZ_00000855","Ctyz_7","CDS",NA,1,0,NA,NA,1,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"719","CTYZ_00000857","Ctyz_7","CDS",NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"720","CTYZ_00000858","Ctyz_7","CDS","Signal[space]peptide[space]containing[space]protein",5,2.16,5,8,3,4,3,8,3,4,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
"721","CTYZ_00000860","Ctyz_7","CDS",NA,1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"722","CTYZ_00000861","Ctyz_7","CDS","Sgd1p[space]NIC/MA3/MI[space]domain[space]containing[space]protein",5,3.37,3,10,3,4,3,9,2,4,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA
"723","CTYZ_00000862","Ctyz_7","CDS","Adrift-like[space]FTSJ[space]family[space]RNA[space]methyltransferase",3,1.83,5,2,1,4,5,2,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"724","CTYZ_00000863","Ctyz_7","CDS","Polysaccharide[space]pyruvyl[space]transferase",1.75,0.96,2,3,1,1,1,3,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"725","CTYZ_00000864","Ctyz_7","CDS","WD40/YVTN[space]repeat-like-containing[space]domain",1.75,0.96,1,2,1,3,NA,2,NA,3,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA
"726","CTYZ_00000865","Ctyz_7","CDS","Kelch/SKP1/BTB/POZ[space]domain[space]containing[space]protein",1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"727","CTYZ_00000866","Ctyz_7","CDS","ClpB[space]Atpase/signal[space]peptide[space]containing[space]protein",6.25,3.4,6,11,3,5,6,11,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
"728","CTYZ_00000867","Ctyz_7","CDS","Patatin-like[space]phospholipase[space](PNPLA)[space]domain[space]containing[space]protein",1,0,1,1,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"729","CTYZ_00000868","Ctyz_7","CDS",NA,1,0,NA,1,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"730","CTYZ_00000869","Ctyz_7","CDS",NA,1,0,NA,1,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"731","CTYZ_00000870","Ctyz_7","CDS",NA,4.5,3.54,NA,2,7,NA,NA,2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"732","CTYZ_00000871","Ctyz_7","CDS",NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"733","CTYZ_00000872","Ctyz_7","CDS","Clathrin[space]assembly[space]protein",1,0,1,1,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"734","CTYZ_00000873","Ctyz_7","CDS",NA,1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"735","CTYZ_00000874","Ctyz_7","CDS","Structural[space]maintenance[space]of[space]chromosomes[space]protein[space]3",2.5,1.73,2,5,2,1,2,5,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"736","CTYZ_00000875","Ctyz_7","CDS",NA,1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"737","CTYZ_00000876","Ctyz_7","CDS","Bromo[space]domain[space]containing[space]protein",3.67,4.62,1,9,1,NA,NA,8,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA
"738","CTYZ_00000877","Ctyz_7","CDS","ABC[space]transporter",1,0,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"739","CTYZ_00000879","Ctyz_7","CDS","Uncharacterized[space]protein",2.5,1.29,4,3,1,2,2,3,NA,2,NA,NA,NA,NA,1,NA,1,NA,1,NA,NA,NA
"740","CTYZ_00000880","Ctyz_7","CDS","Separin",3.25,3.2,2,8,2,1,1,8,2,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"741","CTYZ_00000881","Ctyz_7","CDS","BRCT[space]domain-containing[space]protein",4.75,2.22,6,7,2,4,6,7,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"742","CTYZ_00000882","Ctyz_7","CDS",NA,3.33,3.21,NA,7,1,2,NA,7,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"743","CTYZ_00000886","Ctyz_7","CDS","Uncharacterized[space]protein",1.5,0.58,1,2,1,2,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"744","CTYZ_00000887","Ctyz_7","CDS","Uncharacterized[space]protein",2,1,2,3,NA,1,1,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"745","CTYZ_00000889","Ctyz_7","CDS","Papain[space]family[space]cysteine[space]protease",1.67,1.15,1,3,NA,1,1,1,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
"746","CTYZ_00000890","Ctyz_7","CDS",NA,1,0,NA,1,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
